"Date","variable","value"
"2021-03-04","ETH",1541.914307
"2021-03-05","ETH",1533.275024
"2021-03-06","ETH",1654.741577
"2021-03-07","ETH",1723.153809
"2021-03-08","ETH",1834.727905
"2021-03-09","ETH",1868.048828
"2021-03-10","ETH",1799.16626
"2021-03-11","ETH",1826.194946
"2021-03-12","ETH",1772.102417
"2021-03-13","ETH",1924.685425
"2021-03-14","ETH",1854.564331
"2021-03-15","ETH",1791.702271
"2021-03-16","ETH",1806.971802
"2021-03-17","ETH",1823.449341
"2021-03-18","ETH",1782.855103
"2021-03-19","ETH",1817.624146
"2021-03-20","ETH",1812.634644
"2021-03-21","ETH",1788.217041
"2021-03-22","ETH",1691.333984
"2021-03-23","ETH",1678.650146
"2021-03-24","ETH",1593.413452
"2021-03-25","ETH",1595.359253
"2021-03-26","ETH",1702.842041
"2021-03-27","ETH",1716.494629
"2021-03-28","ETH",1691.355957
"2021-03-29","ETH",1819.684937
"2021-03-30","ETH",1846.033691
"2021-03-31","ETH",1918.362061
"2021-04-01","ETH",1977.276855
"2021-04-02","ETH",2075.283447
"2016-04-02","SPY",187.613495
"2016-04-03","SPY",187.613495
"2016-04-04","SPY",187.613495
"2016-04-05","SPY",185.73967
"2016-04-06","SPY",187.768158
"2016-04-07","SPY",185.521332
"2016-04-08","SPY",186.021622
"2016-04-09","SPY",186.021622
"2016-04-10","SPY",186.021622
"2016-04-11","SPY",185.585037
"2016-04-12","SPY",187.313339
"2016-04-13","SPY",189.205368
"2016-04-14","SPY",189.214478
"2016-04-15","SPY",189.005249
"2016-04-16","SPY",189.005249
"2016-04-17","SPY",189.005249
"2016-04-18","SPY",190.333344
"2016-04-19","SPY",190.933685
"2016-04-20","SPY",191.115616
"2016-04-21","SPY",190.087769
"2016-04-22","SPY",190.087769
"2016-04-23","SPY",190.087769
"2016-04-24","SPY",190.087769
"2016-04-25","SPY",189.760254
"2016-04-26","SPY",190.042282
"2016-04-27","SPY",190.433411
"2016-04-28","SPY",188.705063
"2016-04-29","SPY",187.686279
"2016-04-30","SPY",187.686279
"2016-05-01","SPY",187.686279
"2016-05-02","SPY",189.178101
"2016-05-03","SPY",187.531647
"2016-05-04","SPY",186.485535
"2016-05-05","SPY",186.449203
"2016-05-06","SPY",187.131424
"2016-05-07","SPY",187.131424
"2016-05-08","SPY",187.131424
"2016-05-09","SPY",187.286041
"2016-05-10","SPY",189.614746
"2016-05-11","SPY",187.840927
"2016-05-12","SPY",187.895508
"2016-05-13","SPY",186.258133
"2016-05-14","SPY",186.258133
"2016-05-15","SPY",186.258133
"2016-05-16","SPY",188.095657
"2016-05-17","SPY",186.340057
"2016-05-18","SPY",186.394577
"2016-05-19","SPY",185.748718
"2016-05-20","SPY",186.922195
"2016-05-21","SPY",186.922195
"2016-05-22","SPY",186.922195
"2016-05-23","SPY",186.667496
"2016-05-24","SPY",189.087112
"2016-05-25","SPY",190.369705
"2016-05-26","SPY",190.424301
"2016-05-27","SPY",191.243011
"2016-05-28","SPY",191.243011
"2016-05-29","SPY",191.243011
"2016-05-30","SPY",191.243011
"2016-05-31","SPY",190.879135
"2016-06-01","SPY",191.270309
"2016-06-02","SPY",191.852432
"2016-06-03","SPY",191.279388
"2016-06-04","SPY",191.279388
"2016-06-05","SPY",191.279388
"2016-06-06","SPY",192.252701
"2016-06-07","SPY",192.552856
"2016-06-08","SPY",193.180527
"2016-06-09","SPY",192.916718
"2016-06-10","SPY",191.088379
"2016-06-11","SPY",191.088379
"2016-06-12","SPY",191.088379
"2016-06-13","SPY",189.614746
"2016-06-14","SPY",189.241791
"2016-06-15","SPY",188.977982
"2016-06-16","SPY",189.541931
"2016-06-17","SPY",188.836075
"2016-06-18","SPY",188.836075
"2016-06-19","SPY",188.836075
"2016-06-20","SPY",190.052185
"2016-06-21","SPY",190.59169
"2016-06-22","SPY",190.280792
"2016-06-23","SPY",192.758713
"2016-06-24","SPY",185.836945
"2016-06-25","SPY",185.836945
"2016-06-26","SPY",185.836945
"2016-06-27","SPY",182.508606
"2016-06-28","SPY",185.800385
"2016-06-29","SPY",188.964081
"2016-06-30","SPY",191.542572
"2016-07-01","SPY",191.944946
"2016-07-02","SPY",191.944946
"2016-07-03","SPY",191.944946
"2016-07-04","SPY",191.944946
"2016-07-05","SPY",190.564194
"2016-07-06","SPY",191.707199
"2016-07-07","SPY",191.588303
"2016-07-08","SPY",194.441162
"2016-07-09","SPY",194.441162
"2016-07-10","SPY",194.441162
"2016-07-11","SPY",195.126953
"2016-07-12","SPY",196.544189
"2016-07-13","SPY",196.516769
"2016-07-14","SPY",197.614014
"2016-07-15","SPY",197.348877
"2016-07-16","SPY",197.348877
"2016-07-17","SPY",197.348877
"2016-07-18","SPY",197.879181
"2016-07-19","SPY",197.67804
"2016-07-20","SPY",198.500961
"2016-07-21","SPY",197.751221
"2016-07-22","SPY",198.638123
"2016-07-23","SPY",198.638123
"2016-07-24","SPY",198.638123
"2016-07-25","SPY",198.098648
"2016-07-26","SPY",198.190094
"2016-07-27","SPY",197.979782
"2016-07-28","SPY",198.208344
"2016-07-29","SPY",198.528381
"2016-07-30","SPY",198.528381
"2016-07-31","SPY",198.528381
"2016-08-01","SPY",198.3638
"2016-08-02","SPY",197.09285
"2016-08-03","SPY",197.668869
"2016-08-04","SPY",197.879181
"2016-08-05","SPY",199.497635
"2016-08-06","SPY",199.497635
"2016-08-07","SPY",199.497635
"2016-08-08","SPY",199.378769
"2016-08-09","SPY",199.497635
"2016-08-10","SPY",199.003876
"2016-08-11","SPY",199.927399
"2016-08-12","SPY",199.753647
"2016-08-13","SPY",199.753647
"2016-08-14","SPY",199.753647
"2016-08-15","SPY",200.329742
"2016-08-16","SPY",199.296494
"2016-08-17","SPY",199.671371
"2016-08-18","SPY",200.119415
"2016-08-19","SPY",199.826843
"2016-08-20","SPY",199.826843
"2016-08-21","SPY",199.826843
"2016-08-22","SPY",199.817657
"2016-08-23","SPY",200.219971
"2016-08-24","SPY",199.195908
"2016-08-25","SPY",199.058746
"2016-08-26","SPY",198.683853
"2016-08-27","SPY",198.683853
"2016-08-28","SPY",198.683853
"2016-08-29","SPY",199.662231
"2016-08-30","SPY",199.333054
"2016-08-31","SPY",198.766159
"2016-09-01","SPY",198.775284
"2016-09-02","SPY",199.671371
"2016-09-03","SPY",199.671371
"2016-09-04","SPY",199.671371
"2016-09-05","SPY",199.671371
"2016-09-06","SPY",200.274857
"2016-09-07","SPY",200.256561
"2016-09-08","SPY",199.799377
"2016-09-09","SPY",195.017227
"2016-09-10","SPY",195.017227
"2016-09-11","SPY",195.017227
"2016-09-12","SPY",197.815155
"2016-09-13","SPY",194.971451
"2016-09-14","SPY",194.898346
"2016-09-15","SPY",196.845917
"2016-09-16","SPY",196.085022
"2016-09-17","SPY",196.085022
"2016-09-18","SPY",196.085022
"2016-09-19","SPY",196.12178
"2016-09-20","SPY",196.130997
"2016-09-21","SPY",198.336563
"2016-09-22","SPY",199.58638
"2016-09-23","SPY",198.492813
"2016-09-24","SPY",198.492813
"2016-09-25","SPY",198.492813
"2016-09-26","SPY",196.884567
"2016-09-27","SPY",198.106812
"2016-09-28","SPY",199.090118
"2016-09-29","SPY",197.28891
"2016-09-30","SPY",198.777664
"2016-10-01","SPY",198.777664
"2016-10-02","SPY",198.777664
"2016-10-03","SPY",198.299774
"2016-10-04","SPY",197.28891
"2016-10-05","SPY",198.161942
"2016-10-06","SPY",198.299774
"2016-10-07","SPY",197.619751
"2016-10-08","SPY",197.619751
"2016-10-09","SPY",197.619751
"2016-10-10","SPY",198.649017
"2016-10-11","SPY",196.140182
"2016-10-12","SPY",196.397507
"2016-10-13","SPY",195.754211
"2016-10-14","SPY",195.855316
"2016-10-15","SPY",195.855316
"2016-10-16","SPY",195.855316
"2016-10-17","SPY",195.175232
"2016-10-18","SPY",196.397507
"2016-10-19","SPY",196.921326
"2016-10-20","SPY",196.553741
"2016-10-21","SPY",196.645615
"2016-10-22","SPY",196.645615
"2016-10-23","SPY",196.645615
"2016-10-24","SPY",197.481918
"2016-10-25","SPY",196.82019
"2016-10-26","SPY",196.425064
"2016-10-27","SPY",195.901245
"2016-10-28","SPY",195.322281
"2016-10-29","SPY",195.322281
"2016-10-30","SPY",195.322281
"2016-10-31","SPY",195.331467
"2016-11-01","SPY",193.916214
"2016-11-02","SPY",192.7491
"2016-11-03","SPY",191.866867
"2016-11-04","SPY",191.655472
"2016-11-05","SPY",191.655472
"2016-11-06","SPY",191.655472
"2016-11-07","SPY",195.882843
"2016-11-08","SPY",196.765076
"2016-11-09","SPY",198.851212
"2016-11-10","SPY",199.347443
"2016-11-11","SPY",198.887939
"2016-11-12","SPY",198.887939
"2016-11-13","SPY",198.887939
"2016-11-14","SPY",199.044205
"2016-11-15","SPY",200.597275
"2016-11-16","SPY",200.220474
"2016-11-17","SPY",201.249771
"2016-11-18","SPY",200.799454
"2016-11-19","SPY",200.799454
"2016-11-20","SPY",200.799454
"2016-11-21","SPY",202.315781
"2016-11-22","SPY",202.710999
"2016-11-23","SPY",202.821228
"2016-11-24","SPY",202.821228
"2016-11-25","SPY",203.574799
"2016-11-26","SPY",203.574799
"2016-11-27","SPY",203.574799
"2016-11-28","SPY",202.61908
"2016-11-29","SPY",203.014267
"2016-11-30","SPY",202.527191
"2016-12-01","SPY",201.782791
"2016-12-02","SPY",201.883835
"2016-12-03","SPY",201.883835
"2016-12-04","SPY",201.883835
"2016-12-05","SPY",203.096924
"2016-12-06","SPY",203.740234
"2016-12-07","SPY",206.405289
"2016-12-08","SPY",206.910736
"2016-12-09","SPY",208.160538
"2016-12-10","SPY",208.160538
"2016-12-11","SPY",208.160538
"2016-12-12","SPY",207.921631
"2016-12-13","SPY",209.309296
"2016-12-14","SPY",207.581619
"2016-12-15","SPY",208.436249
"2016-12-16","SPY",208.028595
"2016-12-17","SPY",208.028595
"2016-12-18","SPY",208.028595
"2016-12-19","SPY",208.481552
"2016-12-20","SPY",209.285812
"2016-12-21","SPY",208.703445
"2016-12-22","SPY",208.342865
"2016-12-23","SPY",208.64798
"2016-12-24","SPY",208.64798
"2016-12-25","SPY",208.64798
"2016-12-26","SPY",208.64798
"2016-12-27","SPY",209.165634
"2016-12-28","SPY",207.436981
"2016-12-29","SPY",207.390762
"2016-12-30","SPY",206.632751
"2016-12-31","SPY",206.632751
"2017-01-01","SPY",206.632751
"2017-01-02","SPY",206.632751
"2017-01-03","SPY",208.213501
"2017-01-04","SPY",209.45224
"2017-01-05","SPY",209.285812
"2017-01-06","SPY",210.034561
"2017-01-07","SPY",210.034561
"2017-01-08","SPY",210.034561
"2017-01-09","SPY",209.341278
"2017-01-10","SPY",209.341278
"2017-01-11","SPY",209.932907
"2017-01-12","SPY",209.405945
"2017-01-13","SPY",209.886703
"2017-01-14","SPY",209.886703
"2017-01-15","SPY",209.886703
"2017-01-16","SPY",209.886703
"2017-01-17","SPY",209.147141
"2017-01-18","SPY",209.609329
"2017-01-19","SPY",208.832855
"2017-01-20","SPY",209.600113
"2017-01-21","SPY",209.600113
"2017-01-22","SPY",209.600113
"2017-01-23","SPY",209.054703
"2017-01-24","SPY",210.395096
"2017-01-25","SPY",212.216156
"2017-01-26","SPY",211.994339
"2017-01-27","SPY",211.661514
"2017-01-28","SPY",211.661514
"2017-01-29","SPY",211.661514
"2017-01-30","SPY",210.348862
"2017-01-31","SPY",210.330368
"2017-02-01","SPY",210.413589
"2017-02-02","SPY",210.552246
"2017-02-03","SPY",212.003555
"2017-02-04","SPY",212.003555
"2017-02-05","SPY",212.003555
"2017-02-06","SPY",211.624527
"2017-02-07","SPY",211.633789
"2017-02-08","SPY",211.911118
"2017-02-09","SPY",213.16832
"2017-02-10","SPY",214.009506
"2017-02-11","SPY",214.009506
"2017-02-12","SPY",214.009506
"2017-02-13","SPY",215.174301
"2017-02-14","SPY",216.033981
"2017-02-15","SPY",217.161728
"2017-02-16","SPY",216.976868
"2017-02-17","SPY",217.318909
"2017-02-18","SPY",217.318909
"2017-02-19","SPY",217.318909
"2017-02-20","SPY",217.318909
"2017-02-21","SPY",218.613083
"2017-02-22","SPY",218.41893
"2017-02-23","SPY",218.566818
"2017-02-24","SPY",218.844162
"2017-02-25","SPY",218.844162
"2017-02-26","SPY",218.844162
"2017-02-27","SPY",219.186203
"2017-02-28","SPY",218.594604
"2017-03-01","SPY",221.654388
"2017-03-02","SPY",220.25853
"2017-03-03","SPY",220.397186
"2017-03-04","SPY",220.397186
"2017-03-05","SPY",220.397186
"2017-03-06","SPY",219.74086
"2017-03-07","SPY",219.084534
"2017-03-08","SPY",218.67778
"2017-03-09","SPY",218.955078
"2017-03-10","SPY",219.722366
"2017-03-11","SPY",219.722366
"2017-03-12","SPY",219.722366
"2017-03-13","SPY",219.833298
"2017-03-14","SPY",218.992081
"2017-03-15","SPY",220.887131
"2017-03-16","SPY",220.452637
"2017-03-17","SPY",220.065475
"2017-03-18","SPY",220.065475
"2017-03-19","SPY",220.065475
"2017-03-20","SPY",219.824112
"2017-03-21","SPY",217.001648
"2017-03-22","SPY",217.512314
"2017-03-23","SPY",217.280182
"2017-03-24","SPY",217.122345
"2017-03-25","SPY",217.122345
"2017-03-26","SPY",217.122345
"2017-03-27","SPY",216.899536
"2017-03-28","SPY",218.47789
"2017-03-29","SPY",218.682144
"2017-03-30","SPY",219.378448
"2017-03-31","SPY",218.867828
"2017-04-01","SPY",218.867828
"2017-04-02","SPY",218.867828
"2017-04-03","SPY",218.487167
"2017-04-04","SPY",218.626434
"2017-04-05","SPY",217.976532
"2017-04-06","SPY",218.589294
"2017-04-07","SPY",218.36647
"2017-04-08","SPY",218.36647
"2017-04-09","SPY",218.36647
"2017-04-10","SPY",218.496414
"2017-04-11","SPY",218.236481
"2017-04-12","SPY",217.280182
"2017-04-13","SPY",215.868973
"2017-04-14","SPY",215.868973
"2017-04-15","SPY",215.868973
"2017-04-16","SPY",215.868973
"2017-04-17","SPY",217.781555
"2017-04-18","SPY",217.131622
"2017-04-19","SPY",216.732422
"2017-04-20","SPY",218.496414
"2017-04-21","SPY",217.80011
"2017-04-22","SPY",217.80011
"2017-04-23","SPY",217.80011
"2017-04-24","SPY",220.19548
"2017-04-25","SPY",221.476685
"2017-04-26","SPY",221.337448
"2017-04-27","SPY",221.523102
"2017-04-28","SPY",221.040314
"2017-04-29","SPY",221.040314
"2017-04-30","SPY",221.040314
"2017-05-01","SPY",221.597382
"2017-05-02","SPY",221.680954
"2017-05-03","SPY",221.411713
"2017-05-04","SPY",221.671661
"2017-05-05","SPY",222.544403
"2017-05-06","SPY",222.544403
"2017-05-07","SPY",222.544403
"2017-05-08","SPY",222.507248
"2017-05-09","SPY",222.303009
"2017-05-10","SPY",222.702225
"2017-05-11","SPY",222.247284
"2017-05-12","SPY",221.875946
"2017-05-13","SPY",221.875946
"2017-05-14","SPY",221.875946
"2017-05-15","SPY",223.101471
"2017-05-16","SPY",222.897186
"2017-05-17","SPY",218.942108
"2017-05-18","SPY",219.824112
"2017-05-19","SPY",221.253876
"2017-05-20","SPY",221.253876
"2017-05-21","SPY",221.253876
"2017-05-22","SPY",222.377258
"2017-05-23","SPY",222.869354
"2017-05-24","SPY",223.389252
"2017-05-25","SPY",224.456924
"2017-05-26","SPY",224.410538
"2017-05-27","SPY",224.410538
"2017-05-28","SPY",224.410538
"2017-05-29","SPY",224.410538
"2017-05-30","SPY",224.215561
"2017-05-31","SPY",224.159866
"2017-06-01","SPY",225.942413
"2017-06-02","SPY",226.694489
"2017-06-03","SPY",226.694489
"2017-06-04","SPY",226.694489
"2017-06-05","SPY",226.527374
"2017-06-06","SPY",225.803177
"2017-06-07","SPY",226.220993
"2017-06-08","SPY",226.332382
"2017-06-09","SPY",225.988892
"2017-06-10","SPY",225.988892
"2017-06-11","SPY",225.988892
"2017-06-12","SPY",225.942413
"2017-06-13","SPY",227.047287
"2017-06-14","SPY",226.759476
"2017-06-15","SPY",226.323105
"2017-06-16","SPY",226.372559
"2017-06-17","SPY",226.372559
"2017-06-18","SPY",226.372559
"2017-06-19","SPY",228.257111
"2017-06-20","SPY",226.717712
"2017-06-21","SPY",226.661743
"2017-06-22","SPY",226.559128
"2017-06-23","SPY",226.829727
"2017-06-24","SPY",226.829727
"2017-06-25","SPY",226.829727
"2017-06-26","SPY",226.978958
"2017-06-27","SPY",225.150391
"2017-06-28","SPY",227.165558
"2017-06-29","SPY",225.169022
"2017-06-30","SPY",225.588852
"2017-07-01","SPY",225.588852
"2017-07-02","SPY",225.588852
"2017-07-03","SPY",225.971405
"2017-07-04","SPY",225.971405
"2017-07-05","SPY",226.493835
"2017-07-06","SPY",224.422684
"2017-07-07","SPY",225.878082
"2017-07-08","SPY",225.878082
"2017-07-09","SPY",225.878082
"2017-07-10","SPY",226.120636
"2017-07-11","SPY",225.952713
"2017-07-12","SPY",227.650711
"2017-07-13","SPY",228.033203
"2017-07-14","SPY",229.096802
"2017-07-15","SPY",229.096802
"2017-07-16","SPY",229.096802
"2017-07-17","SPY",229.068771
"2017-07-18","SPY",229.190079
"2017-07-19","SPY",230.430908
"2017-07-20","SPY",230.533539
"2017-07-21","SPY",230.328293
"2017-07-22","SPY",230.328293
"2017-07-23","SPY",230.328293
"2017-07-24","SPY",230.272293
"2017-07-25","SPY",230.832062
"2017-07-26","SPY",230.841415
"2017-07-27","SPY",230.626785
"2017-07-28","SPY",230.356293
"2017-07-29","SPY",230.356293
"2017-07-30","SPY",230.356293
"2017-07-31","SPY",230.225662
"2017-08-01","SPY",230.738785
"2017-08-02","SPY",230.850769
"2017-08-03","SPY",230.402954
"2017-08-04","SPY",230.822754
"2017-08-05","SPY",230.822754
"2017-08-06","SPY",230.822754
"2017-08-07","SPY",231.251907
"2017-08-08","SPY",230.6828
"2017-08-09","SPY",230.673447
"2017-08-10","SPY",227.41745
"2017-08-11","SPY",227.753311
"2017-08-12","SPY",227.753311
"2017-08-13","SPY",227.753311
"2017-08-14","SPY",230.011017
"2017-08-15","SPY",229.983078
"2017-08-16","SPY",230.384232
"2017-08-17","SPY",226.792358
"2017-08-18","SPY",226.437866
"2017-08-19","SPY",226.437866
"2017-08-20","SPY",226.437866
"2017-08-21","SPY",226.615112
"2017-08-22","SPY",228.984818
"2017-08-23","SPY",228.163818
"2017-08-24","SPY",227.63205
"2017-08-25","SPY",228.163818
"2017-08-26","SPY",228.163818
"2017-08-27","SPY",228.163818
"2017-08-28","SPY",228.173172
"2017-08-29","SPY",228.434372
"2017-08-30","SPY",229.516602
"2017-08-31","SPY",230.8974
"2017-09-01","SPY",231.223953
"2017-09-02","SPY",231.223953
"2017-09-03","SPY",231.223953
"2017-09-04","SPY",231.223953
"2017-09-05","SPY",229.563278
"2017-09-06","SPY",230.346924
"2017-09-07","SPY",230.318939
"2017-09-08","SPY",230.048355
"2017-09-09","SPY",230.048355
"2017-09-10","SPY",230.048355
"2017-09-11","SPY",232.50206
"2017-09-12","SPY",233.285782
"2017-09-13","SPY",233.39769
"2017-09-14","SPY",233.32309
"2017-09-15","SPY",233.637161
"2017-09-16","SPY",233.637161
"2017-09-17","SPY",233.637161
"2017-09-18","SPY",234.134109
"2017-09-19","SPY",234.368469
"2017-09-20","SPY",234.45285
"2017-09-21","SPY",233.824692
"2017-09-22","SPY",233.871567
"2017-09-23","SPY",233.871567
"2017-09-24","SPY",233.871567
"2017-09-25","SPY",233.393387
"2017-09-26","SPY",233.534027
"2017-09-27","SPY",234.443497
"2017-09-28","SPY",234.724777
"2017-09-29","SPY",235.549866
"2017-09-30","SPY",235.549866
"2017-10-01","SPY",235.549866
"2017-10-02","SPY",236.571808
"2017-10-03","SPY",237.07811
"2017-10-04","SPY",237.359406
"2017-10-05","SPY",238.765778
"2017-10-06","SPY",238.493866
"2017-10-07","SPY",238.493866
"2017-10-08","SPY",238.493866
"2017-10-09","SPY",238.100067
"2017-10-10","SPY",238.728271
"2017-10-11","SPY",239.103317
"2017-10-12","SPY",238.747025
"2017-10-13","SPY",239.037674
"2017-10-14","SPY",239.037674
"2017-10-15","SPY",239.037674
"2017-10-16","SPY",239.356461
"2017-10-17","SPY",239.525223
"2017-10-18","SPY",239.759613
"2017-10-19","SPY",239.825241
"2017-10-20","SPY",241.062866
"2017-10-21","SPY",241.062866
"2017-10-22","SPY",241.062866
"2017-10-23","SPY",240.125244
"2017-10-24","SPY",240.547165
"2017-10-25","SPY",239.356461
"2017-10-26","SPY",239.665848
"2017-10-27","SPY",241.625397
"2017-10-28","SPY",241.625397
"2017-10-29","SPY",241.625397
"2017-10-30","SPY",240.725357
"2017-10-31","SPY",241.100327
"2017-11-01","SPY",241.419128
"2017-11-02","SPY",241.512909
"2017-11-03","SPY",242.319229
"2017-11-04","SPY",242.319229
"2017-11-05","SPY",242.319229
"2017-11-06","SPY",242.69426
"2017-11-07","SPY",242.525497
"2017-11-08","SPY",242.938004
"2017-11-09","SPY",242.056717
"2017-11-10","SPY",241.981644
"2017-11-11","SPY",241.981644
"2017-11-12","SPY",241.981644
"2017-11-13","SPY",242.206711
"2017-11-14","SPY",241.644165
"2017-11-15","SPY",240.434677
"2017-11-16","SPY",242.478592
"2017-11-17","SPY",241.766022
"2017-11-18","SPY",241.766022
"2017-11-19","SPY",241.766022
"2017-11-20","SPY",242.178558
"2017-11-21","SPY",243.763062
"2017-11-22","SPY",243.54747
"2017-11-23","SPY",243.54747
"2017-11-24","SPY",244.10997
"2017-11-25","SPY",244.10997
"2017-11-26","SPY",244.10997
"2017-11-27","SPY",243.988129
"2017-11-28","SPY",246.463333
"2017-11-29","SPY",246.313324
"2017-11-30","SPY",248.469803
"2017-12-01","SPY",247.954117
"2017-12-02","SPY",247.954117
"2017-12-03","SPY",247.954117
"2017-12-04","SPY",247.654083
"2017-12-05","SPY",246.763382
"2017-12-06","SPY",246.810257
"2017-12-07","SPY",247.588455
"2017-12-08","SPY",248.938614
"2017-12-09","SPY",248.938614
"2017-12-10","SPY",248.938614
"2017-12-11","SPY",249.688629
"2017-12-12","SPY",250.129272
"2017-12-13","SPY",250.101181
"2017-12-14","SPY",249.079208
"2017-12-15","SPY",251.153397
"2017-12-16","SPY",251.153397
"2017-12-17","SPY",251.153397
"2017-12-18","SPY",252.746033
"2017-12-19","SPY",251.775375
"2017-12-20","SPY",251.643448
"2017-12-21","SPY",252.161758
"2017-12-22","SPY",252.09581
"2017-12-23","SPY",252.09581
"2017-12-24","SPY",252.09581
"2017-12-25","SPY",252.09581
"2017-12-26","SPY",251.79422
"2017-12-27","SPY",251.916733
"2017-12-28","SPY",252.435043
"2017-12-29","SPY",251.483246
"2017-12-30","SPY",251.483246
"2017-12-31","SPY",251.483246
"2018-01-01","SPY",251.483246
"2018-01-02","SPY",253.283142
"2018-01-03","SPY",254.885162
"2018-01-04","SPY",255.959488
"2018-01-05","SPY",257.665283
"2018-01-06","SPY",257.665283
"2018-01-07","SPY",257.665283
"2018-01-08","SPY",258.136414
"2018-01-09","SPY",258.720703
"2018-01-10","SPY",258.32489
"2018-01-11","SPY",260.209625
"2018-01-12","SPY",261.905975
"2018-01-13","SPY",261.905975
"2018-01-14","SPY",261.905975
"2018-01-15","SPY",261.905975
"2018-01-16","SPY",261.010712
"2018-01-17","SPY",263.498535
"2018-01-18","SPY",263.055695
"2018-01-19","SPY",264.252472
"2018-01-20","SPY",264.252472
"2018-01-21","SPY",264.252472
"2018-01-22","SPY",266.401062
"2018-01-23","SPY",266.966553
"2018-01-24","SPY",266.862793
"2018-01-25","SPY",266.975922
"2018-01-26","SPY",270.066925
"2018-01-27","SPY",270.066925
"2018-01-28","SPY",270.066925
"2018-01-29","SPY",268.276398
"2018-01-30","SPY",265.524689
"2018-01-31","SPY",265.656616
"2018-02-01","SPY",265.35498
"2018-02-02","SPY",259.578278
"2018-02-03","SPY",259.578278
"2018-02-04","SPY",259.578278
"2018-02-05","SPY",248.722015
"2018-02-06","SPY",253.622482
"2018-02-07","SPY",252.246567
"2018-02-08","SPY",242.78508
"2018-02-09","SPY",246.432068
"2018-02-10","SPY",246.432068
"2018-02-11","SPY",246.432068
"2018-02-12","SPY",250.050812
"2018-02-13","SPY",250.672806
"2018-02-14","SPY",254.055893
"2018-02-15","SPY",257.297699
"2018-02-16","SPY",257.373077
"2018-02-17","SPY",257.373077
"2018-02-18","SPY",257.373077
"2018-02-19","SPY",257.373077
"2018-02-20","SPY",255.761581
"2018-02-21","SPY",254.489395
"2018-02-22","SPY",254.819229
"2018-02-23","SPY",258.88092
"2018-02-24","SPY",258.88092
"2018-02-25","SPY",258.88092
"2018-02-26","SPY",261.887085
"2018-02-27","SPY",258.617035
"2018-02-28","SPY",255.997208
"2018-03-01","SPY",252.274841
"2018-03-02","SPY",253.575333
"2018-03-03","SPY",253.575333
"2018-03-04","SPY",253.575333
"2018-03-05","SPY",256.506134
"2018-03-06","SPY",257.156403
"2018-03-07","SPY",257.062134
"2018-03-08","SPY",258.306152
"2018-03-09","SPY",262.801239
"2018-03-10","SPY",262.801239
"2018-03-11","SPY",262.801239
"2018-03-12","SPY",262.471344
"2018-03-13","SPY",260.775085
"2018-03-14","SPY",259.43692
"2018-03-15","SPY",259.154175
"2018-03-16","SPY",259.435242
"2018-03-17","SPY",259.435242
"2018-03-18","SPY",259.435242
"2018-03-19","SPY",255.924973
"2018-03-20","SPY",256.360168
"2018-03-21","SPY",255.868179
"2018-03-22","SPY",249.472214
"2018-03-23","SPY",244.1548
"2018-03-24","SPY",244.1548
"2018-03-25","SPY",244.1548
"2018-03-26","SPY",250.834671
"2018-03-27","SPY",246.567535
"2018-03-28","SPY",245.838928
"2018-03-29","SPY",248.980209
"2018-03-30","SPY",248.980209
"2018-03-31","SPY",248.980209
"2018-04-01","SPY",248.980209
"2018-04-02","SPY",243.606079
"2018-04-03","SPY",246.728348
"2018-04-04","SPY",249.368164
"2018-04-05","SPY",251.336182
"2018-04-06","SPY",245.734894
"2018-04-07","SPY",245.734894
"2018-04-08","SPY",245.734894
"2018-04-09","SPY",246.945984
"2018-04-10","SPY",250.872467
"2018-04-11","SPY",249.557388
"2018-04-12","SPY",251.610489
"2018-04-13","SPY",250.872467
"2018-04-14","SPY",250.872467
"2018-04-15","SPY",250.872467
"2018-04-16","SPY",252.935089
"2018-04-17","SPY",255.641083
"2018-04-18","SPY",255.830399
"2018-04-19","SPY",254.411118
"2018-04-20","SPY",252.253922
"2018-04-21","SPY",252.253922
"2018-04-22","SPY",252.253922
"2018-04-23","SPY",252.216064
"2018-04-24","SPY",248.819351
"2018-04-25","SPY",249.434387
"2018-04-26","SPY",251.970032
"2018-04-27","SPY",252.206604
"2018-04-28","SPY",252.206604
"2018-04-29","SPY",252.206604
"2018-04-30","SPY",250.266983
"2018-05-01","SPY",250.71167
"2018-05-02","SPY",249.027512
"2018-05-03","SPY",248.478745
"2018-05-04","SPY",251.695648
"2018-05-05","SPY",251.695648
"2018-05-06","SPY",251.695648
"2018-05-07","SPY",252.547226
"2018-05-08","SPY",252.547226
"2018-05-09","SPY",254.988251
"2018-05-10","SPY",257.372559
"2018-05-11","SPY",258.157867
"2018-05-12","SPY",258.157867
"2018-05-13","SPY",258.157867
"2018-05-14","SPY",258.280914
"2018-05-15","SPY",256.502075
"2018-05-16","SPY",257.58078
"2018-05-17","SPY",257.363129
"2018-05-18","SPY",256.719727
"2018-05-19","SPY",256.719727
"2018-05-20","SPY",256.719727
"2018-05-21","SPY",258.649841
"2018-05-22","SPY",257.930786
"2018-05-23","SPY",258.640411
"2018-05-24","SPY",258.110626
"2018-05-25","SPY",257.495575
"2018-05-26","SPY",257.495575
"2018-05-27","SPY",257.495575
"2018-05-28","SPY",257.495575
"2018-05-29","SPY",254.534119
"2018-05-30","SPY",257.930786
"2018-05-31","SPY",256.350739
"2018-06-01","SPY",258.867554
